plant,material,procurement_type,lead_time_days,order_policy_note,reason_code
NW08,MAT-101078,E,35.0,External procurement,READY
NW08,MAT-101083,X,21.0,Mixed procurement,READY
NW08,MAT-101085,X,14.0,Mixed procurement,READY
NW08,MAT-101086,E,35.0,External procurement,READY
NW08,MAT-101089,X,21.0,Mixed procurement,READY
NW08,MAT-101092,F,28.0,In-house production,READY
NW08,MAT-101106,F,28.0,In-house production,READY
NW08,MAT-101107,X,21.0,Mixed procurement,READY
NW08,MAT-101110,X,35.0,Mixed procurement,READY
NW08,MAT-101111,E,45.0,External procurement,READY
NW08,MAT-101116,F,45.0,In-house production,READY
NW08,MAT-101118,E,14.0,External procurement,READY
NW08,MAT-101124,E,14.0,External procurement,READY
NW08,MAT-101126,E,35.0,External procurement,READY
NW08,MAT-101144,F,35.0,In-house production,READY
NW08,MAT-101145,E,60.0,External procurement,READY
NW08,MAT-101164,X,21.0,Mixed procurement,READY
NW08,MAT-101168,F,35.0,In-house production,READY
NW08,MAT-101177,X,45.0,Mixed procurement,READY
NW08,MAT-101178,E,35.0,External procurement,READY
NW08,MAT-101179,E,35.0,External procurement,READY
NW08,MAT-101197,E,45.0,External procurement,READY
NW08,MAT-101202,F,60.0,In-house production,READY
NW08,MAT-101204,X,35.0,Mixed procurement,READY
NW08,MAT-101206,E,28.0,External procurement,READY
NW08,MAT-101208,E,14.0,External procurement,READY
NW08,MAT-101209,E,45.0,External procurement,READY
NW08,MAT-101218,F,21.0,In-house production,READY
NW08,MAT-101219,E,21.0,External procurement,READY
NW08,MAT-101220,F,14.0,In-house production,READY
NW08,MAT-101221,X,35.0,Mixed procurement,READY
NW08,MAT-101240,F,60.0,In-house production,READY
NW08,MAT-101242,X,28.0,Mixed procurement,READY
NW08,MAT-101244,F,28.0,In-house production,READY
NW08,MAT-101252,X,21.0,Mixed procurement,READY
NW08,MAT-101254,F,45.0,In-house production,READY
NW08,MAT-101255,F,35.0,In-house production,READY
NW08,MAT-101258,X,35.0,Mixed procurement,READY
NW08,MAT-101259,E,35.0,External procurement,READY
NW08,MAT-101263,F,28.0,In-house production,READY
NW08,MAT-101267,F,35.0,In-house production,READY
NW08,MAT-101283,E,14.0,External procurement,READY
NW08,MAT-101285,X,28.0,Mixed procurement,READY
NW08,MAT-101286,E,45.0,External procurement,READY
NW08,MAT-101288,X,60.0,Mixed procurement,READY
NW08,MAT-101290,F,35.0,In-house production,READY
NW08,MAT-101291,F,60.0,In-house production,READY
NW08,MAT-101292,F,14.0,In-house production,READY
NW08,MAT-101295,F,35.0,In-house production,READY
NW08,MAT-101300,F,45.0,In-house production,READY
NW08,MAT-101301,X,28.0,Mixed procurement,READY
NW08,MAT-101304,X,21.0,Mixed procurement,READY
NW08,MAT-101305,F,45.0,In-house production,READY
NW08,MAT-101306,E,60.0,External procurement,READY
NW08,MAT-101307,X,28.0,Mixed procurement,READY
NW08,MAT-101310,F,21.0,In-house production,READY
NW08,MAT-101311,X,21.0,Mixed procurement,READY
NW08,MAT-101314,F,14.0,In-house production,READY
NW08,MAT-101316,X,28.0,Mixed procurement,READY
NW08,MAT-101319,E,21.0,External procurement,READY
NW08,MAT-101322,E,45.0,External procurement,READY
NW08,MAT-101323,E,35.0,External procurement,READY
NW08,MAT-101325,F,28.0,In-house production,READY
NW08,MAT-101329,E,21.0,External procurement,READY
NW08,MAT-101334,X,45.0,Mixed procurement,READY
NW08,MAT-101337,X,60.0,Mixed procurement,READY
NW08,MAT-101343,X,60.0,Mixed procurement,READY
NW08,MAT-101347,E,45.0,External procurement,READY
NW08,MAT-101348,X,21.0,Mixed procurement,READY
NW08,MAT-101351,X,35.0,Mixed procurement,READY
NW08,MAT-101365,E,45.0,External procurement,READY
NW08,MAT-101371,E,14.0,External procurement,READY
NW08,MAT-101372,X,45.0,Mixed procurement,READY
NW08,MAT-101375,F,21.0,In-house production,READY
NW08,MAT-101391,F,45.0,In-house production,READY
NW08,MAT-101399,F,60.0,In-house production,READY
NW08,MAT-101403,E,45.0,External procurement,READY
NW08,MAT-101405,X,45.0,Mixed procurement,READY
NW08,MAT-101411,X,45.0,Mixed procurement,READY
NW08,MAT-101412,F,60.0,In-house production,READY
NW08,MAT-101414,X,14.0,Mixed procurement,READY
NW08,MAT-101418,F,14.0,In-house production,READY
NW08,MAT-101426,E,45.0,External procurement,READY
NW08,MAT-101428,F,35.0,In-house production,READY
NW08,MAT-101432,X,14.0,Mixed procurement,READY
NW08,MAT-101438,X,35.0,Mixed procurement,READY
NW08,MAT-101441,F,28.0,In-house production,READY
NW08,MAT-101445,E,45.0,External procurement,READY
NW08,MAT-101451,X,35.0,Mixed procurement,READY
NW08,MAT-101452,E,21.0,External procurement,READY
NW08,MAT-101454,X,28.0,Mixed procurement,READY
NW08,MAT-101455,F,35.0,In-house production,READY
NW08,MAT-101460,X,21.0,Mixed procurement,READY
NW08,MAT-101468,E,35.0,External procurement,READY
NW08,MAT-101484,X,60.0,Mixed procurement,READY
NW08,MAT-101486,X,21.0,Mixed procurement,READY
NW08,MAT-101489,X,14.0,Mixed procurement,READY
NW08,MAT-101492,X,14.0,Mixed procurement,READY
NW08,MAT-101493,X,45.0,Mixed procurement,READY
NW08,MAT-101494,F,21.0,In-house production,READY
NW08,MAT-200001,F,21.0,In-house production,READY
NW08,MAT-200002,E,28.0,External procurement,READY
NW08,MAT-200004,F,45.0,In-house production,READY
NW08,MAT-200011,X,35.0,Mixed procurement,READY
NW08,MAT-200013,X,35.0,Mixed procurement,READY
NW08,MAT-200019,F,45.0,In-house production,READY
NW08,MAT-200020,F,45.0,In-house production,READY
NW08,MAT-200036,F,45.0,In-house production,READY
NW08,MAT-200039,F,35.0,In-house production,READY
NW08,MAT-200047,X,45.0,Mixed procurement,READY
NW08,MAT-200054,F,21.0,In-house production,READY
NW08,MAT-200059,E,21.0,External procurement,READY
NW08,MAT-200063,F,35.0,In-house production,READY
NW08,MAT-200065,E,60.0,External procurement,READY
NW08,MAT-200067,X,60.0,Mixed procurement,READY
NW08,MAT-200068,X,45.0,Mixed procurement,READY
NW08,MAT-200078,X,28.0,Mixed procurement,READY
NW08,MAT-200080,F,21.0,In-house production,READY
NW08,MAT-200087,X,21.0,Mixed procurement,READY
NW08,MAT-200091,X,28.0,Mixed procurement,READY
NW08,MAT-200099,X,28.0,Mixed procurement,READY
NW08,MAT-200115,F,45.0,In-house production,READY
NW08,MAT-200117,E,28.0,External procurement,READY
NW08,MAT-200122,E,28.0,External procurement,READY
NW08,MAT-200131,E,45.0,External procurement,READY
NW08,MAT-200132,F,21.0,In-house production,READY
NW08,MAT-200135,X,21.0,Mixed procurement,READY
NW08,MAT-200136,F,35.0,In-house production,READY
NW08,MAT-200140,F,14.0,In-house production,READY
NW08,MAT-200141,X,21.0,Mixed procurement,READY
NW08,MAT-200143,F,28.0,In-house production,READY
NW08,MAT-200156,E,21.0,External procurement,READY
NW08,MAT-200157,E,60.0,External procurement,READY
NW08,MAT-200159,F,21.0,In-house production,READY
NW08,MAT-200160,E,60.0,External procurement,READY
NW08,MAT-200165,F,21.0,In-house production,READY
NW08,MAT-200166,E,35.0,External procurement,READY
NW08,MAT-200168,F,14.0,In-house production,READY
NW08,MAT-200171,F,60.0,In-house production,READY
NW08,MAT-200186,E,28.0,External procurement,READY
NW08,MAT-200189,F,21.0,In-house production,READY
NW08,MAT-200190,F,60.0,In-house production,READY
NW08,MAT-200193,F,35.0,In-house production,READY
NW08,MAT-200200,E,60.0,External procurement,READY
NW08,MAT-200207,X,35.0,Mixed procurement,READY
NW08,MAT-200221,E,28.0,External procurement,READY
NW08,MAT-200230,E,45.0,External procurement,READY
NW08,MAT-200231,E,35.0,External procurement,READY
NW08,MAT-200232,E,45.0,External procurement,READY
NW08,MAT-200240,E,21.0,External procurement,READY
NW08,MAT-200249,X,35.0,Mixed procurement,READY
NW08,MAT-200251,E,35.0,External procurement,READY
NW08,MAT-200252,E,35.0,External procurement,READY
NW08,MAT-200257,E,21.0,External procurement,READY
NW08,MAT-200274,F,35.0,In-house production,READY
NW08,MAT-200275,X,35.0,Mixed procurement,READY
NW08,MAT-200279,X,21.0,Mixed procurement,READY
NW08,MAT-200280,F,21.0,In-house production,READY
NW08,MAT-200282,F,28.0,In-house production,READY
NW08,MAT-200290,X,45.0,Mixed procurement,READY
NW08,MAT-200294,F,21.0,In-house production,READY
NW08,MAT-200295,F,28.0,In-house production,READY
NW08,MAT-200299,X,45.0,Mixed procurement,READY
NW08,MAT-200302,E,60.0,External procurement,READY
NW08,MAT-200322,X,28.0,Mixed procurement,READY
NW08,MAT-200328,X,14.0,Mixed procurement,READY
NW08,MAT-200334,X,35.0,Mixed procurement,READY
NW08,MAT-200335,F,14.0,In-house production,READY
NW08,MAT-200336,E,14.0,External procurement,READY
NW08,MAT-200337,E,60.0,External procurement,READY
NW08,MAT-200344,F,45.0,In-house production,READY
NW08,MAT-200352,E,21.0,External procurement,READY
NW08,MAT-200356,F,35.0,In-house production,READY
NW08,MAT-200357,X,60.0,Mixed procurement,READY
NW08,MAT-200369,F,35.0,In-house production,READY
NW08,MAT-200371,E,28.0,External procurement,READY
NW08,MAT-200379,X,28.0,Mixed procurement,READY
NW08,MAT-200380,F,14.0,In-house production,READY
NW08,MAT-200382,F,14.0,In-house production,READY
NW08,MAT-200388,F,21.0,In-house production,READY
NW08,MAT-200389,E,14.0,External procurement,READY
NW08,MAT-200391,E,35.0,External procurement,READY
NW08,MAT-200393,F,21.0,In-house production,READY
NW08,MAT-200397,X,60.0,Mixed procurement,READY
NW08,MAT-200406,X,60.0,Mixed procurement,READY
NW08,MAT-200409,E,45.0,External procurement,READY
NW08,MAT-200413,X,60.0,Mixed procurement,READY
NW08,MAT-200415,E,14.0,External procurement,READY
NW08,MAT-200424,F,14.0,In-house production,READY
NW08,MAT-200425,E,45.0,External procurement,READY
NW08,MAT-200426,E,21.0,External procurement,READY
NW08,MAT-200431,X,21.0,Mixed procurement,READY
NW08,MAT-200437,E,21.0,External procurement,READY
NW08,MAT-200441,X,35.0,Mixed procurement,READY
NW08,MAT-200443,F,35.0,In-house production,READY
NW08,MAT-200445,X,60.0,Mixed procurement,READY
NW08,MAT-200448,E,45.0,External procurement,READY
NW08,MAT-200449,F,45.0,In-house production,READY
NW08,MAT-200452,X,35.0,Mixed procurement,READY
NW08,MAT-200456,X,14.0,Mixed procurement,READY
NW08,MAT-200458,X,35.0,Mixed procurement,READY
NW08,MAT-200469,X,60.0,Mixed procurement,READY
NW08,MAT-200472,E,28.0,External procurement,READY
NW08,MAT-200477,E,60.0,External procurement,READY
NW08,MAT-200489,X,21.0,Mixed procurement,READY
NW08,MAT-200514,F,28.0,In-house production,READY
NW08,MAT-200517,X,14.0,Mixed procurement,READY
NW08,MAT-200528,E,21.0,External procurement,READY
NW08,MAT-200532,X,14.0,Mixed procurement,READY
NW08,MAT-200542,F,35.0,In-house production,READY
NW08,MAT-200558,E,14.0,External procurement,READY
NW08,MAT-200562,X,60.0,Mixed procurement,READY
NW08,MAT-200565,E,21.0,External procurement,READY
NW08,MAT-200570,X,14.0,Mixed procurement,READY
NW08,MAT-200572,E,60.0,External procurement,READY
NW08,MAT-200580,X,21.0,Mixed procurement,READY
NW08,MAT-200581,E,35.0,External procurement,READY
NW08,MAT-200589,F,60.0,In-house production,READY
NW08,MAT-200594,F,45.0,In-house production,READY
NW08,MAT-200595,F,45.0,In-house production,READY
NW08,MAT-200606,E,45.0,External procurement,READY
NW08,MAT-200612,E,45.0,External procurement,READY
NW08,MAT-200627,F,60.0,In-house production,READY
NW08,MAT-200630,F,45.0,In-house production,READY
NW08,MAT-200634,E,45.0,External procurement,READY
NW08,MAT-200636,F,35.0,In-house production,READY
NW08,MAT-200637,F,14.0,In-house production,READY
NW08,MAT-200639,X,60.0,Mixed procurement,READY
NW08,MAT-200643,F,21.0,In-house production,READY
NW08,MAT-200648,X,60.0,Mixed procurement,READY
NW08,MAT-200650,E,14.0,External procurement,READY
NW08,MAT-200676,X,28.0,Mixed procurement,READY
NW08,MAT-200677,X,14.0,Mixed procurement,READY
NW08,MAT-200680,E,21.0,External procurement,READY
NW08,MAT-200685,X,28.0,Mixed procurement,READY
NW08,MAT-200695,X,21.0,Mixed procurement,READY
NW08,MAT-200700,X,35.0,Mixed procurement,READY
NW08,MAT-200701,X,45.0,Mixed procurement,READY
NW08,MAT-200705,E,45.0,External procurement,READY
NW08,MAT-200718,X,14.0,Mixed procurement,READY
NW08,MAT-200725,F,28.0,In-house production,READY
NW08,MAT-200727,E,45.0,External procurement,READY
NW08,MAT-200730,F,21.0,In-house production,READY
NW08,MAT-200732,E,45.0,External procurement,READY
NW08,MAT-200735,X,35.0,Mixed procurement,READY
NW08,MAT-200736,F,14.0,In-house production,READY
NW08,MAT-200738,X,60.0,Mixed procurement,READY
NW08,MAT-200741,F,35.0,In-house production,READY
NW08,MAT-200742,F,28.0,In-house production,READY
NW08,MAT-200746,F,21.0,In-house production,READY
NW08,MAT-200763,E,28.0,External procurement,READY
NW08,MAT-200779,F,60.0,In-house production,READY
NW08,MAT-200783,X,35.0,Mixed procurement,READY
NW08,MAT-200785,F,14.0,In-house production,READY
NW08,MAT-200795,F,35.0,In-house production,READY
NW08,MAT-200802,F,60.0,In-house production,READY
NW08,MAT-200811,X,60.0,Mixed procurement,READY
NW08,MAT-200812,E,21.0,External procurement,READY
NW08,MAT-200813,F,14.0,In-house production,READY
NW08,MAT-200814,E,60.0,External procurement,READY
NW08,MAT-200820,X,35.0,Mixed procurement,READY
NW08,MAT-200827,E,45.0,External procurement,READY
NW08,MAT-200833,E,35.0,External procurement,READY
NW08,MAT-200845,E,28.0,External procurement,READY
NW08,MAT-200846,X,60.0,Mixed procurement,READY
NW08,MAT-200865,E,60.0,External procurement,READY
NW08,MAT-200871,E,45.0,External procurement,READY
NW08,MAT-200875,E,21.0,External procurement,READY
NW08,MAT-200878,X,28.0,Mixed procurement,READY
NW08,MAT-200885,X,60.0,Mixed procurement,READY
NW08,MAT-200886,E,45.0,External procurement,READY
NW08,MAT-200889,F,60.0,In-house production,READY
NW09,MAT-100020,E,45.0,External procurement,READY
NW09,MAT-100028,E,45.0,External procurement,READY
NW09,MAT-100039,F,60.0,In-house production,READY
NW09,MAT-100042,X,45.0,Mixed procurement,READY
NW09,MAT-100043,X,14.0,Mixed procurement,READY
NW09,MAT-100045,E,21.0,External procurement,READY
NW09,MAT-100047,X,45.0,Mixed procurement,READY
NW09,MAT-100052,X,28.0,Mixed procurement,READY
NW09,MAT-100054,E,35.0,External procurement,READY
NW09,MAT-100056,E,45.0,External procurement,READY
NW09,MAT-100057,F,21.0,In-house production,READY
NW09,MAT-100058,X,60.0,Mixed procurement,READY
NW09,MAT-100060,X,21.0,Mixed procurement,READY
NW09,MAT-100072,E,35.0,External procurement,READY
NW09,MAT-100082,X,21.0,Mixed procurement,READY
NW09,MAT-100086,F,14.0,In-house production,READY
NW09,MAT-100093,F,60.0,In-house production,READY
NW09,MAT-100094,X,60.0,Mixed procurement,READY
NW09,MAT-100107,X,35.0,Mixed procurement,READY
NW09,MAT-100116,E,28.0,External procurement,READY
NW09,MAT-100118,X,45.0,Mixed procurement,READY
NW09,MAT-100130,F,35.0,In-house production,READY
NW09,MAT-100134,E,35.0,External procurement,READY
NW09,MAT-100136,X,21.0,Mixed procurement,READY
NW09,MAT-100141,X,35.0,Mixed procurement,READY
NW09,MAT-100144,F,28.0,In-house production,READY
NW09,MAT-100145,F,35.0,In-house production,READY
NW09,MAT-100151,F,60.0,In-house production,READY
NW09,MAT-100154,F,28.0,In-house production,READY
NW09,MAT-100156,X,60.0,Mixed procurement,READY
NW09,MAT-100167,X,28.0,Mixed procurement,READY
NW09,MAT-100170,E,35.0,External procurement,READY
NW09,MAT-100177,E,60.0,External procurement,READY
NW09,MAT-100185,E,28.0,External procurement,READY
NW09,MAT-100191,X,60.0,Mixed procurement,READY
NW09,MAT-100196,E,35.0,External procurement,READY
NW09,MAT-100198,E,60.0,External procurement,READY
NW09,MAT-100199,F,60.0,In-house production,READY
NW09,MAT-100203,F,21.0,In-house production,READY
NW09,MAT-100212,F,35.0,In-house production,READY
NW09,MAT-100220,F,14.0,In-house production,READY
NW09,MAT-100221,X,35.0,Mixed procurement,READY
NW09,MAT-100227,E,60.0,External procurement,READY
NW09,MAT-100228,E,28.0,External procurement,READY
NW09,MAT-100229,F,35.0,In-house production,READY
NW09,MAT-100234,X,21.0,Mixed procurement,READY
NW09,MAT-100242,X,45.0,Mixed procurement,READY
NW09,MAT-100246,E,35.0,External procurement,READY
NW09,MAT-100259,X,21.0,Mixed procurement,READY
NW09,MAT-100261,F,60.0,In-house production,READY
NW09,MAT-100267,F,28.0,In-house production,READY
NW09,MAT-100269,E,60.0,External procurement,READY
NW09,MAT-100273,F,35.0,In-house production,READY
NW09,MAT-100275,X,45.0,Mixed procurement,READY
NW09,MAT-100277,F,28.0,In-house production,READY
NW09,MAT-100282,F,21.0,In-house production,READY
NW09,MAT-100283,X,28.0,Mixed procurement,READY
NW09,MAT-100291,F,45.0,In-house production,READY
NW09,MAT-100298,E,14.0,External procurement,READY
NW09,MAT-100301,F,60.0,In-house production,READY
NW09,MAT-100303,E,45.0,External procurement,READY
NW09,MAT-100305,X,14.0,Mixed procurement,READY
NW09,MAT-100306,F,14.0,In-house production,READY
NW09,MAT-100311,F,28.0,In-house production,READY
NW09,MAT-100323,X,35.0,Mixed procurement,READY
NW09,MAT-100324,F,60.0,In-house production,READY
NW09,MAT-100325,F,14.0,In-house production,READY
NW09,MAT-100336,F,45.0,In-house production,READY
NW09,MAT-100337,F,21.0,In-house production,READY
NW09,MAT-100339,F,45.0,In-house production,READY
NW09,MAT-100347,X,45.0,Mixed procurement,READY
NW09,MAT-100350,E,60.0,External procurement,READY
NW09,MAT-100354,X,60.0,Mixed procurement,READY
NW09,MAT-100357,X,14.0,Mixed procurement,READY
NW09,MAT-100361,X,28.0,Mixed procurement,READY
NW09,MAT-100364,E,28.0,External procurement,READY
NW09,MAT-100372,E,45.0,External procurement,READY
NW09,MAT-100373,X,60.0,Mixed procurement,READY
NW09,MAT-100383,E,21.0,External procurement,READY
NW09,MAT-100384,F,45.0,In-house production,READY
NW09,MAT-100389,F,45.0,In-house production,READY
NW09,MAT-100391,F,60.0,In-house production,READY
NW09,MAT-100396,X,60.0,Mixed procurement,READY
NW09,MAT-100401,E,21.0,External procurement,READY
NW09,MAT-100414,E,35.0,External procurement,READY
NW09,MAT-100421,E,60.0,External procurement,READY
NW09,MAT-100423,X,14.0,Mixed procurement,READY
NW09,MAT-100426,E,60.0,External procurement,READY
NW09,MAT-100437,F,45.0,In-house production,READY
NW09,MAT-100438,E,60.0,External procurement,READY
NW09,MAT-100439,X,21.0,Mixed procurement,READY
NW09,MAT-100440,E,28.0,External procurement,READY
NW09,MAT-100441,F,28.0,In-house production,READY
NW09,MAT-100443,F,14.0,In-house production,READY
NW09,MAT-100448,F,28.0,In-house production,READY
NW09,MAT-100450,F,21.0,In-house production,READY
NW09,MAT-100455,F,28.0,In-house production,READY
NW09,MAT-100464,E,35.0,External procurement,READY
NW09,MAT-100472,X,28.0,Mixed procurement,READY
NW09,MAT-100474,X,35.0,Mixed procurement,READY
NW09,MAT-100483,X,35.0,Mixed procurement,READY
NW09,MAT-100486,X,28.0,Mixed procurement,READY
NW09,MAT-100487,E,21.0,External procurement,READY
NW09,MAT-100491,E,35.0,External procurement,READY
NW09,MAT-100499,F,60.0,In-house production,READY
NW09,MAT-100500,F,60.0,In-house production,READY
NW09,MAT-100503,E,21.0,External procurement,READY
NW09,MAT-100507,F,21.0,In-house production,READY
NW09,MAT-100508,X,60.0,Mixed procurement,READY
NW09,MAT-100512,F,35.0,In-house production,READY
NW09,MAT-100522,F,35.0,In-house production,READY
NW09,MAT-100525,X,21.0,Mixed procurement,READY
NW09,MAT-100528,E,21.0,External procurement,READY
NW09,MAT-100533,X,21.0,Mixed procurement,READY
NW09,MAT-100537,X,28.0,Mixed procurement,READY
NW09,MAT-100544,F,21.0,In-house production,READY
NW09,MAT-100554,E,14.0,External procurement,READY
NW09,MAT-100557,E,28.0,External procurement,READY
