plant,header_material,component_material,effective_component_qty,scrap_factor
NW10,MAT-100797,RM-COIL-HC276,17.351,1.0685
NW10,MAT-100800,RM-COIL-SS316,7.498,1.0262
NW10,MAT-100801,RM-COIL-TI,5.369,1.0825
NW10,MAT-100801,RM-COIL-HC276,7.427,1.07
NW10,MAT-100810,RM-COIL-HC276,11.263,1.0332
NW10,MAT-100810,RM-COIL-SS304,7.679,1.0455
NW10,MAT-100816,RM-COIL-NI,5.605,1.0556
NW10,MAT-100821,RM-COIL-HC276,15.003,1.0282
NW10,MAT-100821,RM-COIL-SS304,10.763,1.0636
NW10,MAT-100823,RM-COIL-AL,7.581,1.0241
NW10,MAT-100825,RM-COIL-SS304,6.279,1.0771
NW10,MAT-100832,RM-COIL-SS304,12.134,1.0543
NW10,MAT-100832,RM-COIL-SS316,15.718,1.0669
NW10,MAT-100835,RM-COIL-SS316,10.717,1.0588
NW10,MAT-100838,RM-COIL-NI,6.014,1.0629
NW10,MAT-100840,RM-COIL-SS316,6.933,1.071
NW10,MAT-100869,RM-COIL-TI,11.734,1.0536
NW10,MAT-100878,RM-COIL-SS304,6.447,1.0743
NW10,MAT-100878,RM-COIL-SS316,8.538,1.0607
NW10,MAT-100884,RM-COIL-NI,7.373,1.0547
NW10,MAT-100887,RM-COIL-SS304,11.802,1.0524
NW10,MAT-100888,RM-COIL-AL,6.05,1.0866
NW10,MAT-100890,RM-COIL-TI,6.542,1.0373
NW10,MAT-100891,RM-COIL-SS316,6.459,1.0393
NW10,MAT-100893,RM-COIL-SS304,14.843,1.073
NW10,MAT-100897,RM-COIL-TI,5.255,1.0435
NW10,MAT-100899,RM-COIL-TI,9.405,1.0363
NW10,MAT-100900,RM-COIL-NI,6.533,1.0576
NW10,MAT-100903,RM-COIL-HC276,9.657,1.064
NW10,MAT-100911,RM-COIL-AL,8.716,1.0659
NW10,MAT-100914,RM-COIL-TI,5.828,1.0707
NW10,MAT-100915,RM-COIL-SS316,6.632,1.0282
NW10,MAT-100916,RM-COIL-SS304,13.328,1.0568
NW10,MAT-100919,RM-COIL-NI,7.757,1.0343
NW10,MAT-100923,RM-COIL-AL,10.13,1.0513
NW10,MAT-100933,RM-COIL-AL,4.153,1.0424
NW10,MAT-100933,RM-COIL-TI,4.888,1.0729
NW10,MAT-100934,RM-COIL-SS304,5.668,1.0171
NW10,MAT-100959,RM-COIL-AL,8.014,1.0598
NW10,MAT-100959,RM-COIL-HC276,13.923,1.0272
NW10,MAT-100964,RM-COIL-HC276,16.271,1.0362
NW10,MAT-100968,RM-COIL-NI,5.622,1.0667
NW10,MAT-100987,RM-COIL-NI,6.975,1.0701
NW10,MAT-100989,RM-COIL-SS304,11.396,1.0282
NW10,MAT-100993,RM-COIL-NI,5.181,1.0261
NW10,MAT-100999,RM-COIL-TI,5.457,1.0434
NW10,MAT-100999,RM-COIL-SS304,7.627,1.0516
NW10,MAT-101000,RM-COIL-TI,11.394,1.0664
NW10,MAT-101005,RM-COIL-NI,6.676,1.0333
NW10,MAT-101010,RM-COIL-NI,5.375,1.0638
NW10,MAT-101011,RM-COIL-NI,5.78,1.0322
NW10,MAT-101011,RM-COIL-TI,5.389,1.066
NW10,MAT-101012,RM-COIL-TI,9.167,1.0534
NW10,MAT-101014,RM-COIL-AL,5.562,1.0443
NW10,MAT-101017,RM-COIL-SS316,8.218,1.0844
NW10,MAT-101018,RM-COIL-NI,6.78,1.0845
NW10,MAT-101020,RM-COIL-TI,6.815,1.0773
NW10,MAT-101025,RM-COIL-SS304,13.187,1.0628
NW10,MAT-101027,RM-COIL-HC276,12.294,1.068
NW10,MAT-101031,RM-COIL-SS304,12.02,1.0679
NW10,MAT-101034,RM-COIL-TI,5.347,1.0442
NW10,MAT-101036,RM-COIL-SS316,14.392,1.0619
NW10,MAT-101040,RM-COIL-TI,5.973,1.0846
NW10,MAT-101043,RM-COIL-TI,10.764,1.0404
NW10,MAT-101043,RM-COIL-HC276,17.734,1.0533
NW10,MAT-101049,RM-COIL-TI,9.474,1.0537
NW10,MAT-101049,RM-COIL-NI,12.505,1.0353
NW10,MAT-101051,RM-COIL-NI,7.327,1.0221
NW10,MAT-101051,RM-COIL-AL,6.471,1.0588
NW10,MAT-101053,RM-COIL-SS304,8.16,1.0568
NW10,MAT-101053,RM-COIL-SS316,7.772,1.0403
NW10,MAT-101068,RM-COIL-HC276,7.779,1.0619
NW10,MAT-101082,RM-COIL-TI,6.394,1.0453
NW10,MAT-101083,RM-COIL-NI,5.988,1.0556
NW10,MAT-101086,RM-COIL-SS316,8.214,1.0312
NW10,MAT-101087,RM-COIL-TI,7.265,1.0393
NW10,MAT-101090,RM-COIL-AL,4.338,1.064
NW10,MAT-101091,RM-COIL-SS316,11.935,1.0587
NW10,MAT-101094,RM-COIL-NI,6.91,1.0887
NW10,MAT-101095,RM-COIL-AL,5.549,1.0292
NW10,MAT-101096,RM-COIL-TI,8.664,1.0353
NW10,MAT-101099,RM-COIL-HC276,8.88,1.0465
NW10,MAT-101106,RM-COIL-TI,6.034,1.0574
NW10,MAT-101108,RM-COIL-NI,9.597,1.0413
NW10,MAT-101112,RM-COIL-HC276,7.917,1.0393
NW10,MAT-101115,RM-COIL-SS304,13.564,1.0547
NW10,MAT-101115,RM-COIL-HC276,13.485,1.0444
NW10,MAT-101117,RM-COIL-HC276,7.016,1.065
NW10,MAT-101123,RM-COIL-NI,7.168,1.0455
NW10,MAT-101124,RM-COIL-TI,5.306,1.0598
NW10,MAT-101129,RM-COIL-TI,4.963,1.0322
NW10,MAT-101129,RM-COIL-SS304,5.792,1.0629
NW10,MAT-101131,RM-COIL-SS316,7.813,1.0718
NW10,MAT-101140,RM-COIL-AL,5.904,1.0343
NW10,MAT-101147,RM-COIL-SS316,8.353,1.0578
NW10,MAT-101151,RM-COIL-SS316,12.672,1.0759
NW10,MAT-101157,RM-COIL-NI,12.522,1.0721
NW10,MAT-101159,RM-COIL-SS316,9.548,1.0352
NW10,MAT-101161,RM-COIL-HC276,7.193,1.064
NW10,MAT-101161,RM-COIL-SS304,6.101,1.0322
NW10,MAT-101163,RM-COIL-AL,9.825,1.0261
NW10,MAT-101163,RM-COIL-HC276,16.61,1.0637
NW10,MAT-101166,RM-COIL-SS316,7.2,1.072
NW10,MAT-101182,RM-COIL-TI,7.049,1.0363
NW10,MAT-101182,RM-COIL-HC276,11.686,1.0506
NW10,MAT-101187,RM-COIL-TI,9.477,1.071
NW10,MAT-101188,RM-COIL-TI,6.253,1.0671
NW10,MAT-101193,RM-COIL-HC276,16.873,1.0353
NW10,MAT-101194,RM-COIL-SS316,8.148,1.0281
NW10,MAT-101195,RM-COIL-SS304,9.799,1.0576
NW10,MAT-101199,RM-COIL-TI,9.375,1.0333
NW10,MAT-101202,RM-COIL-NI,6.227,1.0454
NW10,MAT-101208,RM-COIL-SS316,7.966,1.0728
NW10,MAT-101212,RM-COIL-SS304,8.188,1.0707
NW10,MAT-101214,RM-COIL-SS304,8.08,1.0825
NW10,MAT-101215,RM-COIL-SS304,6.698,1.0813
NW10,MAT-101215,RM-COIL-AL,4.991,1.0698
NW10,MAT-101217,RM-COIL-SS316,15.678,1.0615
NW10,MAT-101218,RM-COIL-TI,7.111,1.0373
NW10,MAT-101218,RM-COIL-SS304,10.332,1.0373
NW10,MAT-101225,RM-COIL-NI,6.49,1.0333
NW10,MAT-101227,RM-COIL-AL,5.304,1.0701
NW10,MAT-101228,RM-COIL-SS316,12.389,1.0474
NW10,MAT-101233,RM-COIL-SS316,7.928,1.0675
NW10,MAT-101235,RM-COIL-SS304,14.729,1.0855
NW10,MAT-101235,RM-COIL-SS316,12.213,1.0342
NW10,MAT-101242,RM-COIL-AL,5.939,1.0753
NW10,MAT-101252,RM-COIL-TI,10.864,1.0512
NW10,MAT-101253,RM-COIL-TI,10.764,1.0708
NW10,MAT-101255,RM-COIL-HC276,12.306,1.0353
NW10,MAT-101261,RM-COIL-TI,5.474,1.0475
NW10,MAT-101264,RM-COIL-SS316,15.496,1.0453
NW10,MAT-101264,RM-COIL-TI,10.617,1.0525
NW10,MAT-101267,RM-COIL-TI,7.551,1.0649
NW10,MAT-101267,RM-COIL-HC276,12.267,1.0644
NW10,MAT-101268,RM-COIL-TI,4.645,1.0455
NW10,MAT-101273,RM-COIL-HC276,9.886,1.0845
NW10,MAT-101292,RM-COIL-NI,7.031,1.0465
NW10,MAT-101296,RM-COIL-TI,6.272,1.0587
NW10,MAT-101297,RM-COIL-NI,6.04,1.0751
NW10,MAT-101297,RM-COIL-TI,5.836,1.0556
NW10,MAT-101306,RM-COIL-TI,6.267,1.0656
NW10,MAT-101306,RM-COIL-NI,7.389,1.0394
NW10,MAT-101314,RM-COIL-HC276,11.595,1.0211
NW10,MAT-101316,RM-COIL-SS316,7.092,1.0392
NW10,MAT-101316,RM-COIL-AL,4.468,1.0496
NW10,MAT-101321,RM-COIL-TI,5.609,1.0759
NW10,MAT-101324,RM-COIL-NI,12.046,1.0659
NW10,MAT-101331,RM-COIL-NI,13.266,1.0566
NW10,MAT-101343,RM-COIL-AL,10.478,1.0681
NW10,MAT-101346,RM-COIL-SS316,6.964,1.0191
NW10,MAT-101347,RM-COIL-AL,5.015,1.0609
NW10,MAT-101349,RM-COIL-AL,10.926,1.0618
NW10,MAT-101350,RM-COIL-TI,7.639,1.0557
NW10,MAT-101350,RM-COIL-HC276,10.24,1.07
NW10,MAT-101351,RM-COIL-SS304,9.552,1.0444
NW10,MAT-101353,RM-COIL-TI,6.55,1.0322
NW10,MAT-101354,RM-COIL-TI,6.113,1.0404
NW10,MAT-101354,RM-COIL-HC276,7.169,1.0813
NW10,MAT-101358,RM-COIL-SS304,6.872,1.0722
NW10,MAT-101364,RM-COIL-AL,4.885,1.0533
NW10,MAT-101364,RM-COIL-SS304,7.754,1.0444
NW10,MAT-101367,RM-COIL-TI,11.509,1.0455
NW10,MAT-101367,RM-COIL-SS304,13.362,1.0897
NW10,MAT-101368,RM-COIL-TI,5.655,1.0352
NW10,MAT-101369,RM-COIL-TI,5.589,1.0784
NW10,MAT-101378,RM-COIL-NI,5.416,1.0352
NW10,MAT-101381,RM-COIL-HC276,9.337,1.0493
NW10,MAT-101383,RM-COIL-SS304,5.927,1.0823
NW10,MAT-101386,RM-COIL-SS304,9.157,1.0403
NW10,MAT-101387,RM-COIL-SS304,7.884,1.0302
NW10,MAT-101389,RM-COIL-TI,5.135,1.0536
NW10,MAT-101395,RM-COIL-HC276,7.864,1.0473
NW10,MAT-101397,RM-COIL-AL,10.007,1.0792
NW10,MAT-101399,RM-COIL-TI,7.99,1.0588
NW10,MAT-101409,RM-COIL-SS316,13.894,1.0771
NW10,MAT-101412,RM-COIL-HC276,7.981,1.0271
NW10,MAT-101412,RM-COIL-SS316,8.772,1.0578
NW10,MAT-101413,RM-COIL-HC276,7.004,1.0424
NW10,MAT-101413,RM-COIL-TI,5.25,1.0486
NW10,MAT-101416,RM-COIL-TI,6.314,1.0803
NW10,MAT-101422,RM-COIL-AL,5.522,1.0413
NW10,MAT-101426,RM-COIL-SS304,6.067,1.0485
NW10,MAT-101428,RM-COIL-TI,5.423,1.0353
NW10,MAT-101429,RM-COIL-SS316,8.562,1.0784
NW10,MAT-101434,RM-COIL-TI,7.658,1.0454
NW10,MAT-101440,RM-COIL-TI,6.091,1.0655
NW10,MAT-101462,RM-COIL-HC276,7.977,1.0732
NW10,MAT-101464,RM-COIL-HC276,8.207,1.0619
NW10,MAT-101465,RM-COIL-TI,5.789,1.0444
NW10,MAT-101466,RM-COIL-TI,5.983,1.0504
NW10,MAT-101472,RM-COIL-TI,5.944,1.0403
NW10,MAT-101474,RM-COIL-SS304,6.487,1.0496
NW10,MAT-101476,RM-COIL-TI,6.162,1.0465
NW10,MAT-101478,RM-COIL-SS304,6.372,1.0462
NW10,MAT-101480,RM-COIL-SS304,12.217,1.0262
NW10,MAT-101482,RM-COIL-SS304,8.35,1.0404
NW10,MAT-101494,RM-COIL-AL,7.495,1.0506
NW10,MAT-101494,RM-COIL-SS304,9.731,1.0332
NW10,MAT-200001,RM-COMP-SILI,0.361,1.0743
NW10,MAT-200001,RM-COMP-HNBR,0.382,1.0708
NW10,MAT-200005,RM-COMP-NBR,0.418,1.0783
NW10,MAT-200007,RM-COMP-FKM,0.425,1.0352
NW10,MAT-200009,RM-COMP-SILI,0.283,1.0701
NW10,MAT-200012,RM-COMP-AFLAS,0.522,1.0493
NW10,MAT-200012,RM-COMP-EPDM,0.299,1.0681
NW10,MAT-200019,RM-COMP-SILI,0.347,1.0333
NW10,MAT-200021,RM-COMP-AFLAS,0.525,1.0666
NW10,MAT-200022,RM-COMP-EPDM,0.342,1.0749
NW10,MAT-200028,RM-COMP-HNBR,0.464,1.0485
NW10,MAT-200028,RM-COMP-SILI,0.305,1.0312
NW10,MAT-200036,RM-COMP-EPDM,0.341,1.0475
NW10,MAT-200037,RM-COMP-FKM,0.524,1.07
NW10,MAT-200038,RM-COMP-FKM,0.464,1.0394
NW10,MAT-200039,RM-COMP-FKM,0.473,1.0707
NW10,MAT-200039,RM-COMP-NBR,0.4,1.0675
NW10,MAT-200043,RM-COMP-FKM,0.393,1.0844
NW10,MAT-200043,RM-COMP-HNBR,0.484,1.0823
NW10,MAT-200044,RM-COMP-EPDM,0.349,1.0475
NW10,MAT-200045,RM-COMP-EPDM,0.339,1.0618
NW10,MAT-200045,RM-COMP-NBR,0.382,1.0414
NW10,MAT-200053,RM-COMP-AFLAS,0.416,1.0658
NW10,MAT-200056,RM-COMP-NBR,0.378,1.0281
NW10,MAT-200067,RM-COMP-NBR,0.398,1.0856
NW10,MAT-200068,RM-COMP-SILI,0.307,1.0741
NW10,MAT-200068,RM-COMP-FKM,0.525,1.0578
NW10,MAT-200070,RM-COMP-NBR,0.45,1.0866
NW10,MAT-200075,RM-COMP-AFLAS,0.549,1.0402
NW10,MAT-200090,RM-COMP-AFLAS,0.472,1.0711
NW10,MAT-200093,RM-COMP-SILI,0.309,1.0394
NW10,MAT-200110,RM-COMP-HNBR,0.418,1.0444
NW10,MAT-200115,RM-COMP-FKM,0.393,1.0614
NW10,MAT-200118,RM-COMP-AFLAS,0.488,1.0414
NW10,MAT-200119,RM-COMP-EPDM,0.347,1.0762
NW10,MAT-200122,RM-COMP-NBR,0.345,1.0701
NW10,MAT-200122,RM-COMP-SILI,0.341,1.0545
NW10,MAT-200124,RM-COMP-EPDM,0.284,1.0615
NW10,MAT-200130,RM-COMP-HNBR,0.416,1.0675
NW10,MAT-200130,RM-COMP-NBR,0.338,1.0595
NW10,MAT-200131,RM-COMP-HNBR,0.361,1.0708
NW10,MAT-200134,RM-COMP-EPDM,0.277,1.0342
NW10,MAT-200144,RM-COMP-HNBR,0.41,1.0823
NW10,MAT-200144,RM-COMP-AFLAS,0.497,1.0634
NW10,MAT-200153,RM-COMP-FKM,0.459,1.0404
NW10,MAT-200156,RM-COMP-FKM,0.485,1.0547
NW10,MAT-200158,RM-COMP-AFLAS,0.445,1.0825
NW10,MAT-200161,RM-COMP-AFLAS,0.531,1.0675
NW10,MAT-200166,RM-COMP-SILI,0.275,1.0545
NW10,MAT-200166,RM-COMP-FKM,0.465,1.0515
NW10,MAT-200167,RM-COMP-AFLAS,0.496,1.0434
NW10,MAT-200173,RM-COMP-FKM,0.456,1.0783
NW10,MAT-200182,RM-COMP-AFLAS,0.535,1.0536
NW10,MAT-200184,RM-COMP-HNBR,0.372,1.0665
NW10,MAT-200199,RM-COMP-EPDM,0.248,1.075
NW10,MAT-200200,RM-COMP-NBR,0.382,1.0586
NW10,MAT-200203,RM-COMP-FKM,0.359,1.0383
NW10,MAT-200212,RM-COMP-HNBR,0.347,1.0403
NW10,MAT-200213,RM-COMP-EPDM,0.312,1.0655
NW10,MAT-200216,RM-COMP-EPDM,0.325,1.0445
NW10,MAT-200218,RM-COMP-EPDM,0.341,1.0719
NW10,MAT-200225,RM-COMP-SILI,0.355,1.0516
NW10,MAT-200226,RM-COMP-HNBR,0.409,1.0496
NW10,MAT-200226,RM-COMP-SILI,0.312,1.0515
NW10,MAT-200234,RM-COMP-SILI,0.373,1.0753
NW10,MAT-200237,RM-COMP-SILI,0.284,1.0444
NW10,MAT-200244,RM-COMP-SILI,0.359,1.0557
NW10,MAT-200248,RM-COMP-SILI,0.333,1.0792
NW10,MAT-200250,RM-COMP-HNBR,0.386,1.0292
NW10,MAT-200251,RM-COMP-NBR,0.314,1.0636
NW10,MAT-200270,RM-COMP-AFLAS,0.441,1.0312
NW10,MAT-200274,RM-COMP-SILI,0.315,1.0513
NW10,MAT-200282,RM-COMP-FKM,0.405,1.0333
NW10,MAT-200285,RM-COMP-FKM,0.366,1.0588
NW10,MAT-200285,RM-COMP-HNBR,0.46,1.064
NW10,MAT-200289,RM-COMP-FKM,0.393,1.068
NW10,MAT-200290,RM-COMP-NBR,0.388,1.0639
NW10,MAT-200290,RM-COMP-HNBR,0.438,1.0312
NW10,MAT-200291,RM-COMP-FKM,0.471,1.0679
NW10,MAT-200292,RM-COMP-EPDM,0.293,1.0599
NW10,MAT-200295,RM-COMP-NBR,0.372,1.0414
NW10,MAT-200296,RM-COMP-NBR,0.324,1.0292
NW10,MAT-200299,RM-COMP-HNBR,0.336,1.0435
NW10,MAT-200303,RM-COMP-EPDM,0.271,1.0393
NW10,MAT-200308,RM-COMP-AFLAS,0.553,1.0515
NW10,MAT-200309,RM-COMP-AFLAS,0.409,1.0333
NW10,MAT-200313,RM-COMP-NBR,0.31,1.0537
NW10,MAT-200313,RM-COMP-HNBR,0.378,1.0553
NW10,MAT-200318,RM-COMP-AFLAS,0.4,1.0353
NW10,MAT-200321,RM-COMP-EPDM,0.287,1.0618
NW10,MAT-200346,RM-COMP-EPDM,0.358,1.0697
NW10,MAT-200368,RM-COMP-EPDM,0.253,1.0282
NW10,MAT-200375,RM-COMP-AFLAS,0.446,1.0362
NW10,MAT-200388,RM-COMP-FKM,0.358,1.0373
NW10,MAT-200395,RM-COMP-AFLAS,0.472,1.0231
NW10,MAT-200402,RM-COMP-SILI,0.382,1.0628
NW10,MAT-200405,RM-COMP-AFLAS,0.502,1.074
NW10,MAT-200409,RM-COMP-EPDM,0.265,1.0384
NW10,MAT-200410,RM-COMP-FKM,0.391,1.0573
NW10,MAT-200413,RM-COMP-EPDM,0.33,1.0455
NW10,MAT-200417,RM-COMP-NBR,0.396,1.0384
NW10,MAT-200418,RM-COMP-EPDM,0.297,1.0463
NW10,MAT-200422,RM-COMP-HNBR,0.419,1.0506
NW10,MAT-200433,RM-COMP-NBR,0.34,1.0824
NW10,MAT-200435,RM-COMP-AFLAS,0.467,1.0434
NW10,MAT-200439,RM-COMP-AFLAS,0.536,1.076
NW10,MAT-200450,RM-COMP-NBR,0.391,1.0261
NW10,MAT-200453,RM-COMP-AFLAS,0.415,1.0454
NW10,MAT-200458,RM-COMP-AFLAS,0.487,1.0743
NW10,MAT-200458,RM-COMP-NBR,0.378,1.0455
NW10,MAT-200463,RM-COMP-FKM,0.42,1.0656
NW10,MAT-200468,RM-COMP-SILI,0.274,1.0609
NW10,MAT-200470,RM-COMP-HNBR,0.483,1.0688
NW10,MAT-200473,RM-COMP-SILI,0.27,1.0877
NW10,MAT-200473,RM-COMP-AFLAS,0.507,1.0343
NW10,MAT-200490,RM-COMP-SILI,0.306,1.0211
NW10,MAT-200491,RM-COMP-AFLAS,0.411,1.0557
NW10,MAT-200498,RM-COMP-SILI,0.271,1.0493
NW10,MAT-200498,RM-COMP-AFLAS,0.512,1.0527
NW10,MAT-200506,RM-COMP-AFLAS,0.563,1.0698
NW10,MAT-200506,RM-COMP-EPDM,0.318,1.0241
NW10,MAT-200509,RM-COMP-AFLAS,0.423,1.0486
NW10,MAT-200511,RM-COMP-AFLAS,0.431,1.0464
NW10,MAT-200528,RM-COMP-SILI,0.296,1.0241
NW10,MAT-200532,RM-COMP-SILI,0.304,1.0638
NW10,MAT-200532,RM-COMP-HNBR,0.336,1.0711
NW10,MAT-200537,RM-COMP-NBR,0.36,1.0465
NW10,MAT-200537,RM-COMP-FKM,0.368,1.0525
NW10,MAT-200550,RM-COMP-FKM,0.511,1.0574
NW10,MAT-200550,RM-COMP-SILI,0.32,1.0322
NW10,MAT-200555,RM-COMP-HNBR,0.36,1.0908
NW10,MAT-200555,RM-COMP-FKM,0.503,1.0424
NW10,MAT-200573,RM-COMP-AFLAS,0.406,1.0794
NW10,MAT-200573,RM-COMP-EPDM,0.319,1.0751
NW10,MAT-200577,RM-COMP-AFLAS,0.465,1.0393
NW10,MAT-200581,RM-COMP-FKM,0.471,1.0578
NW10,MAT-200583,RM-COMP-HNBR,0.339,1.0211
NW10,MAT-200583,RM-COMP-AFLAS,0.549,1.0677
NW10,MAT-200587,RM-COMP-AFLAS,0.57,1.0587
NW10,MAT-200591,RM-COMP-SILI,0.363,1.0455
NW10,MAT-200592,RM-COMP-HNBR,0.373,1.0393
NW10,MAT-200593,RM-COMP-FKM,0.388,1.0534
NW10,MAT-200600,RM-COMP-EPDM,0.26,1.0567
NW10,MAT-200607,RM-COMP-SILI,0.273,1.0281
NW10,MAT-200610,RM-COMP-FKM,0.517,1.0629
NW10,MAT-200610,RM-COMP-HNBR,0.456,1.0221
NW10,MAT-200611,RM-COMP-HNBR,0.429,1.0292
NW10,MAT-200611,RM-COMP-SILI,0.361,1.0794
NW10,MAT-200615,RM-COMP-AFLAS,0.547,1.0578
NW10,MAT-200621,RM-COMP-HNBR,0.401,1.0312
NW10,MAT-200625,RM-COMP-NBR,0.408,1.0567
NW10,MAT-200625,RM-COMP-FKM,0.514,1.0644
NW10,MAT-200629,RM-COMP-SILI,0.345,1.0547
NW10,MAT-200635,RM-COMP-EPDM,0.24,1.0343
NW10,MAT-200648,RM-COMP-AFLAS,0.395,1.0221
NW10,MAT-200648,RM-COMP-EPDM,0.25,1.0606
NW10,MAT-200667,RM-COMP-NBR,0.36,1.0739
NW10,MAT-200667,RM-COMP-SILI,0.284,1.0383
NW10,MAT-200672,RM-COMP-AFLAS,0.55,1.0534
NW10,MAT-200679,RM-COMP-AFLAS,0.512,1.074
NW10,MAT-200679,RM-COMP-FKM,0.473,1.0761
NW10,MAT-200683,RM-COMP-EPDM,0.278,1.0603
NW10,MAT-200683,RM-COMP-HNBR,0.478,1.0565
NW10,MAT-200685,RM-COMP-SILI,0.265,1.067
NW10,MAT-200685,RM-COMP-EPDM,0.314,1.0231
NW10,MAT-200691,RM-COMP-FKM,0.463,1.0261
NW10,MAT-200691,RM-COMP-AFLAS,0.449,1.0718
NW10,MAT-200694,RM-COMP-HNBR,0.424,1.0557
NW10,MAT-200704,RM-COMP-EPDM,0.321,1.0455
NW10,MAT-200709,RM-COMP-HNBR,0.396,1.0781
NW10,MAT-200714,RM-COMP-NBR,0.409,1.0782
NW10,MAT-200728,RM-COMP-SILI,0.257,1.0221
NW10,MAT-200733,RM-COMP-EPDM,0.294,1.0554
NW10,MAT-200740,RM-COMP-AFLAS,0.549,1.0494
NW10,MAT-200744,RM-COMP-FKM,0.406,1.0221
NW10,MAT-200744,RM-COMP-NBR,0.398,1.0578
NW10,MAT-200746,RM-COMP-NBR,0.422,1.0473
NW10,MAT-200746,RM-COMP-HNBR,0.49,1.0803
NW10,MAT-200749,RM-COMP-EPDM,0.318,1.0597
NW10,MAT-200751,RM-COMP-AFLAS,0.558,1.063
NW10,MAT-200752,RM-COMP-EPDM,0.299,1.0363
NW10,MAT-200753,RM-COMP-AFLAS,0.503,1.075
NW10,MAT-200755,RM-COMP-EPDM,0.281,1.0731
NW10,MAT-200755,RM-COMP-NBR,0.312,1.0802
NW10,MAT-200760,RM-COMP-SILI,0.306,1.0664
NW10,MAT-200774,RM-COMP-NBR,0.32,1.0292
NW10,MAT-200787,RM-COMP-NBR,0.398,1.0637
NW10,MAT-200792,RM-COMP-FKM,0.449,1.0434
NW10,MAT-200792,RM-COMP-SILI,0.294,1.0537
NW10,MAT-200793,RM-COMP-HNBR,0.424,1.0272
NW10,MAT-200800,RM-COMP-AFLAS,0.39,1.0373
NW10,MAT-200800,RM-COMP-EPDM,0.279,1.0524
NW10,MAT-200809,RM-COMP-AFLAS,0.439,1.0475
NW10,MAT-200830,RM-COMP-FKM,0.446,1.0731
NW10,MAT-200834,RM-COMP-NBR,0.406,1.0373
NW10,MAT-200836,RM-COMP-NBR,0.34,1.0784
NW10,MAT-200839,RM-COMP-AFLAS,0.435,1.0323
NW10,MAT-200843,RM-COMP-EPDM,0.33,1.0463
NW10,MAT-200843,RM-COMP-AFLAS,0.533,1.0363
NW10,MAT-200847,RM-COMP-AFLAS,0.451,1.069
NW10,MAT-200849,RM-COMP-FKM,0.502,1.0302
NW10,MAT-200851,RM-COMP-NBR,0.343,1.0221
NW10,MAT-200853,RM-COMP-HNBR,0.409,1.0597
NW10,MAT-200853,RM-COMP-EPDM,0.265,1.0333
NW10,MAT-200856,RM-COMP-SILI,0.338,1.0414
NW10,MAT-200874,RM-COMP-FKM,0.468,1.0604
NW10,MAT-200881,RM-COMP-SILI,0.302,1.0343
NW10,MAT-200882,RM-COMP-AFLAS,0.495,1.0473
NW10,MAT-200894,RM-COMP-EPDM,0.266,1.0332
NW10,MAT-200894,RM-COMP-AFLAS,0.424,1.0609
NW10,MAT-200897,RM-COMP-AFLAS,0.531,1.0332
NW11,MAT-100000,RM-COIL-TI,6.576,1.0404
NW11,MAT-100008,RM-COIL-HC276,9.079,1.0565
NW11,MAT-100015,RM-COIL-AL,4.26,1.0514
NW11,MAT-100022,RM-COIL-SS304,6.095,1.0568
NW11,MAT-100033,RM-COIL-AL,5.373,1.0654
NW11,MAT-100037,RM-COIL-HC276,7.386,1.0557
NW11,MAT-100040,RM-COIL-SS316,15.165,1.0671
NW11,MAT-100045,RM-COIL-AL,5.343,1.0623
NW11,MAT-100045,RM-COIL-SS304,5.798,1.0599
NW11,MAT-100046,RM-COIL-HC276,8.233,1.066
NW11,MAT-100049,RM-COIL-SS316,7.273,1.0594
NW11,MAT-100049,RM-COIL-HC276,7.793,1.0557
NW11,MAT-100061,RM-COIL-NI,5.41,1.0462
NW11,MAT-100064,RM-COIL-SS316,16.102,1.0505
NW11,MAT-100064,RM-COIL-SS304,10.473,1.0241
NW11,MAT-100065,RM-COIL-NI,11.609,1.0628
NW11,MAT-100065,RM-COIL-SS304,11.792,1.0353
NW11,MAT-100071,RM-COIL-TI,8.93,1.0781
NW11,MAT-100078,RM-COIL-HC276,9.619,1.0687
NW11,MAT-100087,RM-COIL-AL,5.529,1.0373
NW11,MAT-100088,RM-COIL-SS316,14.087,1.0201
NW11,MAT-100088,RM-COIL-TI,9.583,1.0503
NW11,MAT-100093,RM-COIL-HC276,8.923,1.0332
NW11,MAT-100096,RM-COIL-SS316,6.341,1.0534
NW11,MAT-100105,RM-COIL-SS304,5.716,1.0181
NW11,MAT-100107,RM-COIL-SS316,11.567,1.0414
NW11,MAT-100109,RM-COIL-SS304,6.561,1.0171
NW11,MAT-100109,RM-COIL-TI,6.48,1.0825
NW11,MAT-100111,RM-COIL-HC276,7.268,1.0628
NW11,MAT-100113,RM-COIL-SS304,13.342,1.0486
NW11,MAT-100114,RM-COIL-SS316,10.623,1.0685
NW11,MAT-100116,RM-COIL-AL,4.85,1.0804
NW11,MAT-100116,RM-COIL-SS316,7.301,1.0455
NW11,MAT-100127,RM-COIL-NI,8.188,1.0619
NW11,MAT-100136,RM-COIL-HC276,16.391,1.0524
NW11,MAT-100137,RM-COIL-SS304,11.162,1.0597
NW11,MAT-100140,RM-COIL-HC276,8.682,1.0403
NW11,MAT-100141,RM-COIL-TI,5.184,1.0629
NW11,MAT-100142,RM-COIL-HC276,8.062,1.0658
NW11,MAT-100152,RM-COIL-SS304,7.696,1.0866
